about,address,category,city,com_id,company,country,employees,reference,sector,status,turnover,website,zipcode
"
Delta Electronics India Pvt. Ltd.
(Company Profile)

Corporate Mission
To provide innovative, clean, and energy-efficient solutions for a better tomorrow.
Delta, founded in 1971, is a global provider of power and thermal management solutions. Its mission statement, ""To provide innovative, clean and energy-efficient solutions for a better tomorrow,"" focuses on addressing key environmental issues such as global climate change. As an energy-saving solutions provider with core competencies in power electronics and automation, Delta's business categories include Power Electronics, Automation, and Infrastructure. Delta offers some of the most energy efficient power products in the industry, including switching power supplies with efficiency over 90%, telecom power with up to 98%, and PV inverters with up to 98.8% efficiency. We have also developed the worlds first server power supply certified as 80 Plus Titanium with over 96% efficiency. Headquartered in Taiwan, we regularly invest 6% to 7% of our annual sales revenues in R&D and have worldwide R&D facilities in China, Europe, Japan, Singapore, and the U.S. Delta is a frequent recipient of international awards and related recognition for innovation, design, and corporate social responsibility. Since 2011, Delta has been selected each year for the prestigious Dow Jones Sustainability World Index (DJSI World). In 2018, we were also included in the DJSI Emerging Markets Index for the 6th consecutive year. Delta was ranked by CDP (formerly the Climate Disclosure Project) at the Climate Change Leadership Level. In response to the challenge of climate change, Delta will remain committed to the research and development of innovative, energy-saving products, solutions and services that contributing substantially to the sustainable development of mankind.

Delta Electronics India / Delta Power Solutions is a 100% subsidiary of Delta Electronics (Thailand) PLC, operating in India since 1992, Delta Electronics India is the provider of Telecom Power Solutions and a major source of Industrial Automation, Display Solutions, UPS, DC Fans & Blowers, Components, Bio-medical, LED Lighting, Automotive electronics and Renewable Energy Products.
","
Plot No. 43, Sector -35, HSIIDC, Gurgaon, Haryana | India | Pin Code 122001
","
MNC
",Gurgaon,215,Delta Electronics India Private Limited,India,"
Between 1000 to 5000
","
Self
","
Core Engineering
",1,"
Between 1000 to 5000
",www.deltaww.com ; www.deltapowersolutions.com ; www.deltaelectronicsindia.com,122001
,"
P&G Plaza, Cardinal Gracious Rd, Chakala, Andheri East, Mumbai, Maharashtra 400099
","
MNC
",Mumbai,216,Procter & Gamble,India,"
Between 1000 to 5000
","
Self
","
Core Engineering,IT/Software,Manufacturing
",1,"
Between 1000 to 5000
",https://www.pgcareers.com/about-us,400099
,"
Cogoport, S7/9, 7th Floor, Pinnacle business Park, Shanti Nagar, Mahakali Caves Road, Andheri East -400093
","
StartUp
",Andheri,217,Cogoport,India,"
Between 100 to 500
","
Self
","
IT/Software
",0,,https://www.cogoport.com,400093
,"
","
",,218,CENTRAL CHINMAYA MISSION TRUST,,,,"
",0,,,
"
Integrhythm is a software company works on ServiceNow Platform and helps Organisations with ServiceNow Solutions
","
Unit A, 1st Floor, Plot No 78, Spaces & More Business Park, Kavuri Hills
","
Other
",Hyderabad,219,Integrhythm India Private Limited,India,"
Below 50
","
Alumini Contact
","
IT/Software
",0,"
Below 50
",www.inry.com,500033
"
Connexio makes a personalized virtual advisor for students to study internationally.
","
911 Washington Ave #501
","
Private
",St Louis,220,Connexio Inc,US,"
Below 50
","
Self
","
IT/Software,Ecommerce,Teaching / education
",0,"
Below 50
",https://www.connexio.io,63101
,"
HSBC, Salarpuria Softzone, Survey Nos. 80/1, 81/1, 81/2, Bellandur Village, Varthur Hobli, Bangalore East Taluk,Bangalore - 560 037. Karnataka
","
Private
",Bangalore,222,HSBC Global Markets,India,"
>5000
","
Self
","
Finance
",0,,www.hsbc.com,560037
,"
","
",,223,Razorpay,,,,"
",0,,,
"
For a long time, we have felt that enabling frictionless transactions is a major problem and nobody seems to be doing it right. We decided to tackle it ourselves. Founded by IIT Roorkee alumni, Razorpay aims to revolutionize online payments by providing clean, developer-friendly APIs and hassle-free integration. We offer a fast, affordable and secure way for merchants, schools, ecommerce and other companies to accept payments online.
","
Ground & 1st Floor, SJR Cyber Laskar, Hosur Rd, Bengaluru, Karnataka 560030
","
StartUp
",Bangalore,224,Razorpay,India,"
Between 500 to 1000
","
Self
","
Core Engineering
",1,,https://razorpay.com/,560030
,"
HSBC, Mumbai
","
Private
",Mumbai,225,HSBC,India,,"
Self
","
Finance
",0,,400001,40001
"
We are Ather Energy, Indias premium, smart electric vehicle company was founded in 2013 by IIT Madras alumni, Tarun Mehta and Swapnil Jain. Backed by founders of Flipkart, Tiger Global and Hero Motocorp, Ather Energy has designed Indias first truly intelligent electric scooters - Ather 450 & Ather 340 - powered by a comprehensive public charging network, Ather Grid, built and designed in India. Ather Energy currently operates in Bengaluru and has opened in Chennai market recently, followed by other major cities across the country.
","
IBC Knowledge Park, 3rd Floor, Tower D, Bannerghatta Main Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029
","
StartUp
",Bangalore,226,Ather Energy,India,,"
Self
","
Automobile
",1,,www.atherenergy.com,560029
,"
Unitech Cyber Park, Arya Samaj Rd, Durga Colony, Sector 39, Gurugram, Haryana 122001
","
MNC
","Gurgaon, Hyderabad, Bangalore, Noida",227,"Optum, UnitedHealth Group",India,"
>5000
","
Contacted by CDC
","
IT/Software
",0,"
>5000
",https://www.optum.com/,122001
"
Founded in London in 1983 L.E.K. Consulting comprises 1500 professionals in offices across Europe, North America, Australia and Asia. 
We are a global strategy-consulting firm with an international reputation for delivering rigorous, fact-based strategic advice.
L.E.K. specialise in addressing key strategic and operational issues and in providing Mergers & Acquisitions (M&A) support. We are experts across a range of sectors, including life sciences and healthcare, retail and consumer, financial services, industrials, energy and transportation.
","
35,36,37,Maker Chamber VI,
","
Private
",Mumbai,228,L.E.K. CONSULTING,India,"
Between 50 to 100
","
Self
","
Consulting
",0,"
Between 100 to 500
",www.lek.com,400021
"
yhjyj
","
gthth
","
Government
",ghrtgh,229,ARP KGP,hgtr,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,"
Between 1000 to 5000
",yjyj,53583
"
The Edelweiss Group is one of India's leading diversified financial services companies offering a robust platform, to
a diversified client base across domestic and global geographies that includes corporations, institutions and
individuals.
Edelweiss's products and services span multiple asset classes and consumer segments across domestic and global
geographies.
Its businesses are broadly divided into Credit Business (Retail Credit comprises of Retail Mortgage, SME and
Business Loans, Loan against Securities, Agri and Rural Finance, Corporate Credit comprises of Structured
Collateralised Credit to Corporates and Wholesale Mortgages), Franchise & Advisory Business (We alth
Management, Asset Management including Distressed Assets and Capital Markets) and Insurance (life and general
insurance). The Balance Sheet Management Unit operations manage the liquidity and Balance Sheet.
The Groups research driven approach and proven history of innovation has enabled it to foster strong relationships
across all client segments. The group has sizeable presence in large retail segment through its businesses such as
Life Insurance, Housing Finance, Mutual Fund and Retail Financial Markets.
Our continuous and single-minded focus is on understanding customers needs and offering the right financial
solutions. Being present in every financial life stage of a customer, helping them create, grow and protect their
wealth.
It serves a 12 lac strong client base through over 10,000 employees based out of over 450 offices.
","
Edelweiss House,Off cst Road,Mumbai
","
Private
",MUMBAI,230,Edelweiss,India,"
>5000
","
Alumini Contact
","
Finance
",0,"
>5000
",Edelweiss,400098
,"
","
",,231,Tech Manos,,,,"
",0,,,
"
The Volvo Group is one of the worlds leading manufacturers of trucks, buses, construction equipment and marine and industrial engines.In addition to vehicles and machines, the Volvo Groups offering includes various types of financing solutions, insurance, rental services, spare parts, preventive maintenance, service agreements, assistance services and IT services.The range and flexibility of our offering means that solutions can be customized for each customer.
","
Dept DH32210, 65/2 Block A 5th Floor, Parin Bagmane Tech Park CV Raman Nagar, Bangalore
","
Private,MNC
","Bangalore, Karnataka",232,Volvo Group India Private Limited,India,"
>5000
","
Self
","
Core Engineering,IT/Software,Analytics,Automobile,Construction,Manufacturing
",0,"
>5000
",https://www.volvogroup.com/,560093
